,Accession,Organism_Name,SRA_Accession,Organization,Org_location,Release_Date,Isolate,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,Host,Isolation_Source,BioSample,GenBank_Title
356,NC_078353,Kiborgoch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus kiborgochense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1835,RefSeq,complete,,S,,Kenya,Kenya,Phlebotominae,,,"Kiborgoch virus strain SSP39-KE-2016 segment S, complete sequence"
357,NC_078354,Kiborgoch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus kiborgochense,Phlebovirus,Phenuiviridae,ssRNA(+/-),6369,RefSeq,complete,,L,,Kenya,Kenya,Phlebotominae,,,"Kiborgoch virus strain SSP39-KE-2016 segment L, complete sequence"
358,NC_078355,Perkerra virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus perkerraense,Phlebovirus,Phenuiviridae,ssRNA(+/-),6472,RefSeq,complete,,L,,Kenya,Kenya,Phlebotominae,,,"Perkerra virus strain SP166-KE-2016 segment L, complete sequence"
359,NC_078356,Perkerra virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus perkerraense,Phlebovirus,Phenuiviridae,ssRNA(+/-),1722,RefSeq,complete,,S,,Kenya,Kenya,Phlebotominae,,,"Perkerra virus strain SP166-KE-2016 segment S, complete sequence"
360,NC_078357,Perkerra virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,,Phlebovirus perkerraense,Phlebovirus,Phenuiviridae,ssRNA(+/-),4194,RefSeq,complete,,M,,Kenya,Kenya,Phlebotominae,,,"Perkerra virus strain SP166-KE-2016 segment M, complete sequence"
361,NC_078358,Parry's Creek phasivirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCPV1/pool-10,Phasivirus parryense,Phasivirus,Phenuiviridae,ssRNA(-),6660,RefSeq,complete,,L,1.0,Australia,Australia,Culex annulirostris,,,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment L RNA-dependent RNA polymerase (QK683_sLgp1) gene, complete cds"
362,NC_078359,Parry's Creek phasivirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCPV1/pool-10,Phasivirus parryense,Phasivirus,Phenuiviridae,ssRNA(-),3720,RefSeq,complete,,M,1.0,Australia,Australia,Culex annulirostris,,,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment M glycoprotein (QK683_sMgp1) gene, complete cds"
363,NC_078360,Parry's Creek phasivirus 1,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCPV1/pool-10,Phasivirus parryense,Phasivirus,Phenuiviridae,ssRNA(-),810,RefSeq,complete,,S,1.0,Australia,Australia,Culex annulirostris,,,"Parry's Creek phasivirus 1 isolate PCPV1/pool-10 segment S nucleoprotein (QK683_sSgp1) gene, complete cds"
364,NC_078361,Neuropteran phasma-related virus OKIAV248,SRR1811894,"National Center for Biotechnology Information, NIH",USA,2023-05-06,OKIAV248,Feravirus neuropterus,Feravirus,Phasmaviridae,ssRNA(-),4301,RefSeq,complete,,M,1.0,"Austria: Lower Austria, Krems-Land Duernstein",Austria,Peyerimhoffina gracilis,,SAMN03339538,"Neuropteran phasma-related virus OKIAV248 glycoprotein (QK684_sMgp1) gene, complete cds"
365,NC_078362,Neuropteran phasma-related virus OKIAV248,SRR1811894,"National Center for Biotechnology Information, NIH",USA,2023-05-06,OKIAV248,Feravirus neuropterus,Feravirus,Phasmaviridae,ssRNA(-),6855,RefSeq,complete,,L,1.0,"Austria: Lower Austria, Krems-Land Duernstein",Austria,Peyerimhoffina gracilis,,SAMN03339538,"Neuropteran phasma-related virus OKIAV248 RdRp (QK684_sLgp1) gene, complete cds"
366,NC_078363,Neuropteran phasma-related virus OKIAV248,SRR1811894,"National Center for Biotechnology Information, NIH",USA,2023-05-06,OKIAV248,Feravirus neuropterus,Feravirus,Phasmaviridae,ssRNA(-),1529,RefSeq,complete,,S,1.0,"Austria: Lower Austria, Krems-Land Duernstein",Austria,Peyerimhoffina gracilis,,SAMN03339538,"Neuropteran phasma-related virus OKIAV248 nucleoprotein (QK684_sSgp1) gene, complete cds"
367,NC_078364,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1294,RefSeq,complete,,RNA4,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA4, complete sequence"
368,NC_078365,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1080,RefSeq,complete,,RNA3a,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA3a, complete sequence"
369,NC_078366,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),7291,RefSeq,complete,,RNA1,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA1, complete sequence"
370,NC_078367,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1078,RefSeq,complete,,RNA3b,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA3b, complete sequence"
371,NC_078368,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),2092,RefSeq,complete,,RNA2,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA2, complete sequence"
372,NC_078369,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),998,RefSeq,complete,,RNA7,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA7, complete sequence"
373,NC_078370,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1097,RefSeq,complete,,RNA6b,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6b, complete sequence"
374,NC_078371,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1050,RefSeq,complete,,RNA6c,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6c, complete sequence"
375,NC_078372,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1066,RefSeq,complete,,RNA5,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA5, complete sequence"
376,NC_078373,Perilla mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Kochi_Nankoku_2011,Emaravirus perillae,Emaravirus,Fimoviridae,ssRNA(-),1128,RefSeq,complete,,RNA6a,1.0,"Japan: Kochi, Nankoku",Japan,Perilla frutescens var. crispa,plant leaf,,"Perilla mosaic virus Kochi_Nankoku_2011 RNA, segment RNA6a, complete sequence"
377,NC_078374,Palo verde broom virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,P4,Emaravirus parkinsoniae,Emaravirus,Fimoviridae,ssRNA(-),7022,RefSeq,complete,,RNA1,,"USA: Tucson, AZ",USA,,,,"Palo verde broom virus isolate P4 segment RNA1, complete sequence"
378,NC_078375,Palo verde broom virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,P4,Emaravirus parkinsoniae,Emaravirus,Fimoviridae,ssRNA(-),1369,RefSeq,complete,,RNA3,,"USA: Tucson, AZ",USA,,,,"Palo verde broom virus isolate P4 segment RNA3, complete sequence"
379,NC_078376,Palo verde broom virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,P4,Emaravirus parkinsoniae,Emaravirus,Fimoviridae,ssRNA(-),2104,RefSeq,complete,,RNA2,,"USA: Tucson, AZ",USA,,,,"Palo verde broom virus isolate P4 segment RNA2, complete sequence"
380,NC_078377,Palo verde broom virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,P4,Emaravirus parkinsoniae,Emaravirus,Fimoviridae,ssRNA(-),1478,RefSeq,complete,,RNA4,,"USA: Tucson, AZ",USA,,,,"Palo verde broom virus isolate P4 segment RNA4, complete sequence"
381,NC_078386,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),7143,RefSeq,complete,,RNA1,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA1, complete sequence"
382,NC_078387,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),1267,RefSeq,complete,,RNA5,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA5, complete sequence"
383,NC_078388,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),980,RefSeq,complete,,RNA6,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA6, complete sequence"
384,NC_078389,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),1547,RefSeq,complete,,RNA4,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA4, complete sequence"
385,NC_078390,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),1259,RefSeq,complete,,RNA3,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA3, complete sequence"
386,NC_078391,Jujube yellow mottle-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,JYMaV1,Emaravirus ziziphi,Emaravirus,Fimoviridae,ssRNA(-),2233,RefSeq,complete,,RNA2,1.0,China: Liaoning,China,Ziziphus jujuba,,,"Jujube yellow mottle-associated virus isolate JYMaV1 segment RNA2, complete sequence"
387,NC_078392,Tomato fruit blotch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Fondi2018,Blunervirus solani,Blunervirus,Kitaviridae,ssRNA(+),5811,RefSeq,complete,,RNA1,,Italy,Italy,Solanum lycopersicum,,,"Tomato blunervirus 1 isolate Fondi2018 segment RNA1, complete sequence"
388,NC_078393,Tomato fruit blotch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Fondi2018,Blunervirus solani,Blunervirus,Kitaviridae,ssRNA(+),1946,RefSeq,complete,,RNA4,,Italy,Italy,Solanum lycopersicum,,,"Tomato blunervirus 1 isolate Fondi2018 segment RNA4, complete sequence"
389,NC_078394,Tomato fruit blotch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Fondi2018,Blunervirus solani,Blunervirus,Kitaviridae,ssRNA(+),2872,RefSeq,complete,,RNA3,,Italy,Italy,Solanum lycopersicum,,,"Tomato blunervirus 1 isolate Fondi2018 segment RNA3, complete sequence"
390,NC_078395,Tomato fruit blotch virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Fondi2018,Blunervirus solani,Blunervirus,Kitaviridae,ssRNA(+),3643,RefSeq,complete,,RNA2,,Italy,Italy,Solanum lycopersicum,,,"Tomato blunervirus 1 isolate Fondi2018 segment RNA2, complete sequence"
391,NC_078396,Pear chlorotic leaf spot-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCLSaV-CG1,Emaravirus pyri,Emaravirus,Fimoviridae,ssRNA(-),1296,RefSeq,complete,,RNA3,,China,China,Pyrus communis,,,"Pear chlorotic leaf spot-associated virus isolate PCLSaV-CG1 nucleocapsid protein (QK690_sRNA3gp1) gene, complete cds"
392,NC_078397,Pear chlorotic leaf spot-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCLSaV-CG1,Emaravirus pyri,Emaravirus,Fimoviridae,ssRNA(-),1543,RefSeq,complete,,RNA4,,China,China,Pyrus communis,,,"Pear chlorotic leaf spot-associated virus isolate PCLSaV-CG1 movement protein (QK690_sRNA4gp1) gene, complete cds"
393,NC_078398,Pear chlorotic leaf spot-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCLSaV-CG1,Emaravirus pyri,Emaravirus,Fimoviridae,ssRNA(-),7100,RefSeq,complete,,RNA1,,China,China,Pyrus communis,,,"Pear chlorotic leaf spot-associated virus isolate PCLSaV-CG1 RNA-dependent RNA polymerase (QK690_sRNA1gp1) gene, complete cds"
394,NC_078399,Pear chlorotic leaf spot-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCLSaV-CG1,Emaravirus pyri,Emaravirus,Fimoviridae,ssRNA(-),1253,RefSeq,complete,,RNA5,,China,China,Pyrus communis,,,"Pear chlorotic leaf spot-associated virus isolate PCLSaV-CG1 P5 (QK690_sRNA5gp1) gene, complete cds"
395,NC_078400,Pear chlorotic leaf spot-associated virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,PCLSaV-CG1,Emaravirus pyri,Emaravirus,Fimoviridae,ssRNA(-),2045,RefSeq,complete,,RNA2,,China,China,Pyrus communis,,,"Pear chlorotic leaf spot-associated virus isolate PCLSaV-CG1 glycoprotein precursor (QK690_sRNA2gp1) gene, complete cds"
396,NC_078401,Grapevine Muscat rose virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,K335,Rubodvirus argentinaense,Rubodvirus,Phenuiviridae,RNA,7951,RefSeq,complete,,RNA1,,Argentina,Argentina,Vitis vinifera,,,"Grapevine Muscat rose virus isolate K335 segment RNA1, complete sequence"
397,NC_078402,Grapevine Muscat rose virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,K335,Rubodvirus argentinaense,Rubodvirus,Phenuiviridae,RNA,1345,RefSeq,complete,,RNA3,,Argentina,Argentina,Vitis vinifera,,,"Grapevine Muscat rose virus isolate K335 segment RNA3, complete sequence"
398,NC_078403,Grapevine Muscat rose virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,K335,Rubodvirus argentinaense,Rubodvirus,Phenuiviridae,RNA,1456,RefSeq,complete,,RNA2,,Argentina,Argentina,Vitis vinifera,,,"Grapevine Muscat rose virus isolate K335 segment RNA2, complete sequence"
399,NC_078404,Grapevine Garan dmak virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,332,Rubodvirus armeniaense,Rubodvirus,Phenuiviridae,RNA,1554,RefSeq,complete,,RNA3,,Armenia,Armenia,Vitis vinifera,,,"Grapevine Garan dmak virus isolate 332 segment RNA3, complete sequence"
400,NC_078405,Grapevine Garan dmak virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,332,Rubodvirus armeniaense,Rubodvirus,Phenuiviridae,RNA,8061,RefSeq,complete,,RNA1,,Armenia,Armenia,Vitis vinifera,,,"Grapevine Garan dmak virus isolate 332 segment RNA1, complete sequence"
401,NC_078406,Grapevine Garan dmak virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,332,Rubodvirus armeniaense,Rubodvirus,Phenuiviridae,RNA,1612,RefSeq,complete,,RNA2,,Armenia,Armenia,Vitis vinifera,,,"Grapevine Garan dmak virus isolate 332 segment RNA2, complete sequence"
402,NC_078407,European wheat striate mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Estonian,Tenuivirus eurotritici,Tenuivirus,Phenuiviridae,ssRNA(-),2064,RefSeq,complete,,RNA3,1.0,Estonia,Estonia,Avena sativa,,,"European wheat striate mosaic virus segment RNA3, complete sequence"
403,NC_078408,European wheat striate mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Estonian,Tenuivirus eurotritici,Tenuivirus,Phenuiviridae,ssRNA(-),3448,RefSeq,complete,,RNA2,1.0,Estonia,Estonia,Avena sativa,,,"European wheat striate mosaic virus segment RNA2, complete sequence"
404,NC_078409,European wheat striate mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Estonian,Tenuivirus eurotritici,Tenuivirus,Phenuiviridae,ssRNA(-),9495,RefSeq,complete,,RNA1,1.0,Estonia,Estonia,Avena sativa,,,"European wheat striate mosaic virus segment RNA1, complete sequence"
405,NC_078410,European wheat striate mosaic virus,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,Estonian,Tenuivirus eurotritici,Tenuivirus,Phenuiviridae,ssRNA(-),1891,RefSeq,complete,,RNA4,1.0,Estonia,Estonia,Avena sativa,,,"European wheat striate mosaic virus segment RNA4, complete sequence"
406,NC_078411,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1335,RefSeq,complete,,,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 hypothetical protein (QK694_gp1) gene, complete cds"
407,NC_078412,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1155,RefSeq,complete,,,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 hypothetical protein (QK694_gp1) gene, complete cds"
408,NC_078413,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1297,RefSeq,complete,,,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 hypothetical protein (QK694_gp1) gene, complete cds"
409,NC_078414,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1246,RefSeq,complete,,,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 hypothetical protein (QK694_gp1) gene, complete cds"
410,NC_078415,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),7109,RefSeq,complete,,RNA1,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 RNA dependent RNA polymerase (QK694_gp1) gene, complete cds"
411,NC_078416,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1349,RefSeq,complete,,RNA4,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 putative movement protein (QK694_gp1) gene, complete cds"
412,NC_078417,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),2054,RefSeq,complete,,RNA2,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 putative glycoprotein (QK694_gp1) gene, complete cds"
413,NC_078418,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1474,RefSeq,complete,,,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 hypothetical protein (QK694_gp1) gene, complete cds"
414,NC_078419,Emaravirus camelliae,,"National Center for Biotechnology Information, NIH",USA,2023-05-06,CAMNGS2018,Emaravirus camelliae,Emaravirus,Fimoviridae,ssRNA(-),1360,RefSeq,complete,,RNA3,,Italy,Italy,Camellia japonica,,,"Emaravirus camelliae isolate CAMNGS2018 putative nucleocapsid (QK694_gp1) gene, complete cds"
