Accession,Length,Family,Genus,Segment,GenBank_Title,Unnamed: 6
NC_055442,3396,Arenaviridae,Hartmanivirus,S,"Dante Muikkunen virus 1 isolate F18-5_1 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds",
NC_055443,3322,Arenaviridae,Hartmanivirus,S,"Old schoolhouse virus 1 isolate F17-0012_1 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds",
NC_055444,5945,Arenaviridae,Hartmanivirus,L,"Old schoolhouse virus 1 isolate F17-0012_2 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_055445,3433,Arenaviridae,Hartmanivirus,S,"Veterinary Pathology Zurich virus 1 isolate S14-369-79_1 segment S glycoprotein precursor (GPC) and nucleoprotein (NP) genes, complete cds",
NC_055446,5938,Arenaviridae,Hartmanivirus,L,"Veterinary Pathology Zurich virus 1 isolate S14-369-79_2 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_055447,2713,Mayoviridae,Pteridovirus,2,"Maize-associated pteridovirus isolate 16_0060 segment RNA2 movement protein, ORF2, and coat protein genes, complete cds",
NC_055448,5806,Mayoviridae,Pteridovirus,1,"Maize-associated pteridovirus isolate 16_0060 segment RNA1 replicase-associated polyprotein gene, complete cds",
NC_055449,2754,Phenuiviridae,Lentinuvirus,2,"Lentinula edodes negative-strand RNA virus 2 HG3 RNA, segment: RNA2, complete sequence",
NC_055450,7082,Phenuiviridae,Lentinuvirus,1,"Lentinula edodes negative-strand RNA virus 2 HG3 RNA, segment: RNA1, complete sequence",
NC_055451,2731,Birnaviridae,Blosnavirus,B,"Lates calcarifer birnavirus isolate A110617 segment B, complete sequence",
NC_055452,3527,Birnaviridae,Blosnavirus,A,"Lates calcarifer birnavirus isolate A110617 segment A, complete sequence",
NC_055533,1319,Phenuiviridae,Rubodvirus,S,"Apple rubbery wood virus 2 isolate R12 segment Sb capsid protein (CP) gene, complete cds",?
NC_055534,7340,Phenuiviridae,Rubodvirus,L,"Apple rubbery wood virus 2 isolate R12 segment L RNA-dependent RNA polymerase (RdRp) gene, complete cds",
NC_055535,1463,Phenuiviridae,Rubodvirus,S,"Apple rubbery wood virus 2 isolate R12 segment Sa capsid protein (CP) gene, complete cds",
NC_055536,1581,Phenuiviridae,Rubodvirus,M,"Apple rubbery wood virus 2 isolate R12 segment Ma movement protein (MP) gene, complete cds",?
NC_055537,1617,Phenuiviridae,Rubodvirus,M,"Apple rubbery wood virus 2 isolate R12 segment Mb movement protein (MP) gene, complete cds",?
NC_055605,2772,Chrysoviridae,Betachrysovirus,2,"Aspergillus thermomutatus chrysovirus 1 isolate NZCV1 segment 2, complete sequence",
NC_055606,2676,Chrysoviridae,Betachrysovirus,3,"Aspergillus thermomutatus chrysovirus 1 isolate NZCV1 segment 3, complete sequence",
NC_055607,2514,Chrysoviridae,Betachrysovirus,4,"Aspergillus thermomutatus chrysovirus 1 isolate NZCV1 segment 4, complete sequence",
NC_055608,3589,Chrysoviridae,Betachrysovirus,1,"Aspergillus thermomutatus chrysovirus 1 isolate NZCV1 segment 1, complete sequence",
NC_055624,2703,Chrysoviridae,Betachrysovirus,2,"MAG: Coniothyrium diplodiella chrysovirus 1 isolate CREA-VE-6SY1 segment RNA2, complete sequence",
NC_055625,2676,Chrysoviridae,Betachrysovirus,3,"MAG: Coniothyrium diplodiella chrysovirus 1 isolate CREA-VE-6SY1 segment RNA3, complete sequence",
NC_055626,2505,Chrysoviridae,Betachrysovirus,4,"MAG: Coniothyrium diplodiella chrysovirus 1 isolate CREA-VE-6SY1 segment RNA4, complete sequence",
NC_055627,3625,Chrysoviridae,Betachrysovirus,1,"MAG: Coniothyrium diplodiella chrysovirus 1 isolate CREA-VE-6SY1 segment RNA1, complete sequence",
NC_055628,3039,Chrysoviridae,Betachrysovirus,2,"MAG: Neofusicoccum parvum chrysovirus 1 isolate CREA-VE-22AS3 segment RNA2, complete sequence",
NC_055629,3096,Chrysoviridae,Betachrysovirus,3,"MAG: Neofusicoccum parvum chrysovirus 1 isolate CREA-VE-22AS3 segment RNA3, complete sequence",
NC_055630,3461,Chrysoviridae,Betachrysovirus,1,"MAG: Neofusicoccum parvum chrysovirus 1 isolate CREA-VE-22AS3 segment RNA1, complete sequence",
NC_055631,2883,Chrysoviridae,Betachrysovirus,4,"MAG: Neofusicoccum parvum chrysovirus 1 isolate CREA-VE-22AS3 segment RNA4, complete sequence",
NC_055632,6447,Hantaviridae,Orthohantavirus,L,"Robina orthohantavirus isolate P17-14855 RNA-dependent RNA polymerase gene, complete cds",
NC_055633,1290,Hantaviridae,Orthohantavirus,S,"Robina orthohantavirus isolate P17-14855 nucleocapsid gene, complete cds",
NC_055634,3402,Hantaviridae,Orthohantavirus,M,"Robina orthohantavirus isolate P17-14855 glycoprotein gene, complete cds",
NC_055635,1302,Hantaviridae,Orthohantavirus,S,"Tatenale orthohantavirus strain Upton_Heath segment S nucleocapsid gene, complete cds",
NC_055636,6465,Hantaviridae,Orthohantavirus,L,"Tatenale orthohantavirus strain Upton_Heath segment L RdRp gene, complete cds",
NC_055637,3355,Hantaviridae,Orthohantavirus,M,"Tatenale orthohantavirus strain Upton_Heath segment M glycoprotein precursor, gene, partial cds",
NC_055638,3804,Hantaviridae,Actinovirus,M,"Bern perch virus strain BEPV CH17 segment M, complete sequence",
NC_055639,2435,Hantaviridae,Actinovirus,S,"Bern perch virus strain BEPV CH17 segment S, complete sequence",
NC_055640,6372,Hantaviridae,Actinovirus,L,"Bern perch virus strain BEPV CH17 segment L, complete sequence",
NC_055641,7217,Fimoviridae,Emaravirus,1,"Ti ringspot-associated emaravirus isolate UH_Manoa segment RNA1, complete sequence",
NC_055642,2399,Fimoviridae,Emaravirus,2,"Ti ringspot-associated emaravirus isolate UH_Manoa segment RNA2, complete sequence",
NC_055643,1106,Fimoviridae,Emaravirus,3,"Ti ringspot-associated emaravirus isolate UH_Manoa segment RNA3, complete sequence",
NC_055644,1342,Fimoviridae,Emaravirus,4,"Ti ringspot-associated emaravirus isolate UH_Manoa segment RNA4, complete sequence",
NC_055645,1323,Fimoviridae,Emaravirus,5,"Ti ringspot-associated emaravirus isolate UH_Manoa segment RNA5, complete sequence",
NC_055646,1387,Fimoviridae,Emaravirus,3,"Actinidia emaravirus 2 isolate YD segment RNA3 nucleocapsid protein gene, complete cds",
NC_055647,7079,Fimoviridae,Emaravirus,1,"Actinidia emaravirus 2 isolate YD segment RNA1 RNA-dependent RNA polymerase gene, complete cds",
NC_055648,2252,Fimoviridae,Emaravirus,2,"Actinidia emaravirus 2 isolate YD segment RNA2 glycoprotein gene, complete cds",
NC_055649,1514,Fimoviridae,Emaravirus,4,"Actinidia emaravirus 2 isolate YD segment RNA4 movement protein gene, complete cds",
NC_055650,1744,Fimoviridae,Emaravirus,5,"Actinidia emaravirus 2 isolate YD segment RNA5 P5 gene, complete cds",
NC_055651,1233,Fimoviridae,Emaravirus,6,"Actinidia emaravirus 2 isolate YD segment RNA6 P6 gene, complete cds",
NC_055652,4793,Kitaviridae,Cilevirus,2,"Passion fruit green spot virus isolate PFGSV/Snp1 segment RNA2, complete sequence",
NC_055653,8753,Kitaviridae,Cilevirus,1,"Passion fruit green spot virus isolate PFGSV/Snp1 segment RNA1, complete sequence",
NC_055654,2879,Chrysoviridae,Alphachrysovirus,3,"Chrysothrix chrysovirus 1 isolate ZSH segment RNA3, complete sequence",
NC_055655,3552,Chrysoviridae,Alphachrysovirus,1,"Chrysothrix chrysovirus 1 isolate ZSH segment RNA1, complete sequence",
NC_055656,3191,Chrysoviridae,Alphachrysovirus,2,"Chrysothrix chrysovirus 1 isolate ZSH segment RNA2, complete sequence",
NC_055657,2760,Chrysoviridae,Alphachrysovirus,4,"Chrysothrix chrysovirus 1 isolate ZSH segment RNA4, complete sequence",
NC_052680,2413,Orthomyxoviridae,Quaranjavirus,1,"Lake Chad virus isolate Ib An 38918 segment 1, complete sequence",
NC_052681,2410,Orthomyxoviridae,Quaranjavirus,2,"Lake Chad virus isolate Ib An 38918 segment 2, complete sequence",
NC_052682,2390,Orthomyxoviridae,Quaranjavirus,3,"Lake Chad virus isolate Ib An 38918 segment 3, complete sequence",
NC_052683,1738,Orthomyxoviridae,Quaranjavirus,4,"Lake Chad virus isolate Ib An 38918 segment 4, complete sequence",
NC_052684,1614,Orthomyxoviridae,Quaranjavirus,5,"Lake Chad virus isolate Ib An 38918 segment 5, complete sequence",
NC_052685,520,Orthomyxoviridae,Quaranjavirus,7,"Lake Chad virus isolate Ib An 38918 segment 7, complete sequence",
NC_052686,902,Orthomyxoviridae,Quaranjavirus,6,"Lake Chad virus isolate Ib An 38918 segment 6, complete sequence",
NC_052925,2413,Orthomyxoviridae,Quaranjavirus,1,"Johnston Atoll quaranjavirus isolate LBJ segment 1, complete sequence",
NC_052926,2405,Orthomyxoviridae,Quaranjavirus,2,"Johnston Atoll quaranjavirus isolate LBJ segment 2, complete sequence",
NC_052927,1725,Orthomyxoviridae,Quaranjavirus,4,"Johnston Atoll quaranjavirus isolate LBJ segment 4, complete sequence",
NC_052928,1608,Orthomyxoviridae,Quaranjavirus,5,"Johnston Atoll quaranjavirus isolate LBJ segment 5, complete sequence",
NC_052929,901,Orthomyxoviridae,Quaranjavirus,6,"Johnston Atoll quaranjavirus isolate LBJ segment 6, complete sequence",
NC_052930,508,Orthomyxoviridae,Quaranjavirus,7,"Johnston Atoll quaranjavirus isolate LBJ segment 7, complete sequence",
NC_052931,2387,Orthomyxoviridae,Quaranjavirus,3,"Johnston Atoll quaranjavirus isolate LBJ segment 3, complete sequence",
NC_052230,6724,Rhabdoviridae,Dichorhavirus,1,"Citrus leprosis virus N strain ibi1 segment RNA1, complete sequence",
NC_052231,6045,Rhabdoviridae,Dichorhavirus,2,"Citrus leprosis virus N strain ibi1 segment RNA2, complete sequence",
NC_043031,6938,Phasmaviridae,Feravirus,L,"Ferak virus strain C51-CI-2004 segment L, complete sequence",
NC_043032,1527,Phasmaviridae,Feravirus,S,"Ferak virus strain C51-CI-2004 segment S, complete sequence",
NC_043033,4274,Phasmaviridae,Feravirus,M,"Ferak virus strain C51-CI-2004 segment M, complete sequence",
NC_043035,845,Peribunyaviridae,Orthobunyavirus,S,"Umbre virus strain IG1424 nucleocapsid protein and NSs protein genes, complete cds",
NC_043036,4448,Peribunyaviridae,Orthobunyavirus,M,"Umbre virus strain IG1424 polyprotein gene, complete cds",
NC_043037,6924,Peribunyaviridae,Orthobunyavirus,L,"Umbre virus strain IG1424 RNA-dependent RNA polymerase gene, complete cds",
NC_043045,6367,Phenuiviridae,Goukovirus,L,"Cumuto virus strain TR7904 segment L, complete sequence",
NC_043046,3269,Phenuiviridae,Goukovirus,M,"Cumuto virus strain TR7904 segment M, complete sequence",
NC_043047,1176,Phenuiviridae,Goukovirus,S,"Cumuto virus strain TR7904 segment S, complete sequence",
NC_043049,3188,Phenuiviridae,Goukovirus,M,"Gouleako virus strain A5/CI/2004 segment M, complete sequence",
NC_043050,1087,Phenuiviridae,Goukovirus,S,"Gouleako virus strain A5/CI/2004 segment S, complete sequence",
NC_043051,6358,Phenuiviridae,Goukovirus,L,"Gouleako virus strain A5/CI/2004 segment L, complete sequence",
NC_043068,1458,Hantaviridae,Orthohantavirus,L,"Asikkala virus strain CZ/Beskydy/412/2010/Sm segment L, complete sequence",
NC_043069,3628,Hantaviridae,Orthohantavirus,M,"Asikkala virus strain CZ/Beskydy/412/2010/Sm segment M, complete sequence",
NC_043070,1526,Hantaviridae,Orthohantavirus,S,"Asikkala virus strain CZ/Beskydy/412/2010/Sm segment S, complete sequence",
NC_043180,4243,Sedoreoviridae,Cardoreovirus,1,"Eriocheir sinensis reovirus strain WX-2012 segment 1 VP1 gene, partial cds",
NC_043181,1265,Sedoreoviridae,Cardoreovirus,10,"Eriocheir sinensis reovirus strain WX-2012 segment 10 VP10 gene, complete cds",
NC_043182,2141,Sedoreoviridae,Cardoreovirus,6,"Eriocheir sinensis reovirus strain WX-2012 segment 6 VP6 gene, complete cds",
NC_043183,2710,Sedoreoviridae,Cardoreovirus,3,"Eriocheir sinensis reovirus strain WX-2012 segment 3 VP3 gene, complete cds",
NC_043184,2441,Sedoreoviridae,Cardoreovirus,4,"Eriocheir sinensis reovirus strain WX-2012 segment 4 VP4 gene, complete cds",
NC_043185,2711,Sedoreoviridae,Cardoreovirus,2,"Eriocheir sinensis reovirus strain WX-2012 segment 2 VP2 gene, complete cds",
NC_043186,1522,Sedoreoviridae,Cardoreovirus,7,"Eriocheir sinensis reovirus strain WX-2012 segment 7 VP7 gene, complete cds",
NC_043187,1233,Sedoreoviridae,Cardoreovirus,8,"Eriocheir sinensis reovirus strain WX-2012 segment 8 VP8 gene, complete cds",
NC_043188,1179,Sedoreoviridae,Cardoreovirus,9,"Eriocheir sinensis reovirus strain WX-2012 segment 9 VP9 gene, complete cds",
NC_043189,1186,Sedoreoviridae,Cardoreovirus,12,"Eriocheir sinensis reovirus strain WX-2012 segment 12 VP12 gene, complete cds",
NC_043190,2082,Sedoreoviridae,Cardoreovirus,5,"Eriocheir sinensis reovirus strain WX-2012 segment 5 VP5 gene, complete cds",
NC_043191,1200,Sedoreoviridae,Cardoreovirus,11,"Eriocheir sinensis reovirus strain WX-2012 segment 11 VP11 gene, complete cds",
NC_043395,1220,Partitiviridae,Gammapartitivirus,3,"Aspergillus ochraceous virus strain FA0611 segment RNA3, complete sequence",
NC_043396,1754,Partitiviridae,Gammapartitivirus,1,"Aspergillus ochraceous virus strain FA0611 putative RNA dependent RNA polymerase gene, complete cds",
NC_043397,1555,Partitiviridae,Gammapartitivirus,2,"Aspergillus ochraceous virus strain FA0611 capsid protein gene, complete cds",
NC_043434,12030,Nairoviridae,Orthonairovirus,L,"Chim virus strain LEIV-858Uz segment L RNA-dependent RNA-polymerase gene, partial cds",
NC_043435,1485,Nairoviridae,Orthonairovirus,S,"Chim virus strain LEIV-858Uz segment S nucleocapsid protein gene, partial cds",
NC_043436,4995,Nairoviridae,Orthonairovirus,M,"Chim virus strain LEIV-858Uz segment M glycoprotein precursor, gene, partial cds",
NC_043437,1479,Nairoviridae,Orthonairovirus,S,"Burana virus strain 760 segment S nucleocapsid protein gene, partial cds",
NC_043438,4032,Nairoviridae,Orthonairovirus,M,"Burana virus strain 760 segment M glycoprotein precursor, gene, partial cds",
NC_043439,11916,Nairoviridae,Orthonairovirus,L,"Burana virus strain 760 segment L RNA-dependent RNA-polymerase gene, partial cds",
NC_043440,11853,Nairoviridae,Orthonairovirus,L,"Artashat virus strain LEIV-10898Az segment L RNA-dependent RNA-polymerase gene, partial cds",
NC_043441,1443,Nairoviridae,Orthonairovirus,S,"Artashat virus strain LEIV-10898Az segment S nucleocapsid protein gene, partial cds",
NC_043442,4158,Nairoviridae,Orthonairovirus,M,"Artashat virus strain LEIV-10898Az segment M glycoprotein precursor, gene, partial cds",
NC_043447,7148,Secoviridae,Nepovirus,1,"Potato virus B isolate Pasco-01 segment RNA1, complete sequence",
NC_043448,4527,Secoviridae,Nepovirus,2,"Potato virus B isolate Pasco-01 segment RNA2, complete sequence",
NC_043450,6255,Phenuiviridae,Bandavirus,L,"Severe fever with thrombocytopenia syndrome virus strain HNXH segment L, complete sequence",
NC_043451,3336,Phenuiviridae,Bandavirus,M,"Severe fever with thrombocytopenia syndrome virus strain HNXH segment M, complete sequence",
NC_043452,1681,Phenuiviridae,Bandavirus,S,"Severe fever with thrombocytopenia syndrome virus strain HNXH segment S, complete sequence",
NC_043470,2343,Chuviridae,Boscovirus,2,"Wuhan Louse Fly Virus 7 strain BFJSC-3 segment 2, complete sequence",
NC_043471,6808,Chuviridae,Boscovirus,1,"Wuhan Louse Fly Virus 7 strain BFJSC-3 segment 1, complete sequence",
NC_043472,7152,Chuviridae,Scarabeuvirus,1,"Wuchang Cockraoch Virus 3 strain WCZL-1 segment 1, complete sequence",
NC_043473,4788,Chuviridae,Scarabeuvirus,2,"Wuchang Cockraoch Virus 3 strain WCZL-1 segment 2, complete sequence",
NC_043475,2291,Chuviridae,Boscovirus,2,"Wuhan Louse Fly Virus 6 strain BFJSC-2 segment 2, complete sequence",
NC_043476,6777,Chuviridae,Boscovirus,1,"Wuhan Louse Fly Virus 6 strain BFJSC-2 segment 1, complete sequence",
NC_043477,6976,Phenuiviridae,Mobuvirus,L,"Mothra bunyavirus strain JG1 RNA-dependent RNA polymerase gene, complete cds",
NC_043478,1520,Phenuiviridae,Mobuvirus,S,"Mothra bunyavirus strain JG1 nucleocapsid and hypothetical protein genes, complete cds",
NC_043479,1967,Phenuiviridae,Mobuvirus,M,"Mothra bunyavirus strain JG1 glycoprotein precursor, gene, partial cds",
NC_043480,1010,Phenuiviridae,Pidchovirus,S,"Pidgey bunyavirus strain M6 nucleocapsid gene, complete cds",
NC_043481,3850,Phenuiviridae,Pidchovirus,M,"Pidgey bunyavirus strain M6 glycoprotein gene, complete cds",
NC_043482,6914,Phenuiviridae,Pidchovirus,L,"Pidgey bunyavirus strain M6 RNA-dependent RNA polymerase gene, complete cds",
NC_043499,6952,Wupedeviridae,Wumivirus,M,"Wuhan Millipede Virus 2 strain WHWG03 glycoprotein precursor (G) gene, complete cds",
NC_043500,11563,Wupedeviridae,Wumivirus,L,"Wuhan Millipede Virus 2 strain WHWG03 RNA-dependent RNA polymerase (L) gene, complete cds",
NC_043501,1942,Wupedeviridae,Wumivirus,S,"Wuhan Millipede Virus 2 strain WHWG03 nucleopasid protein (N) gene, complete cds",
NC_043502,3402,Tospoviridae,Orthotospovirus,M,"Groundnut ringspot virus isolate GRSV-AR GP protein gene, complete cds",
NC_043503,8625,Tospoviridae,Orthotospovirus,L,"Groundnut ringspot virus isolate GRSV-AR L protein gene, complete cds",
NC_043504,777,Tospoviridae,Orthotospovirus,S,"Groundnut ringspot virus isolate GRSV-AR N protein gene, complete cds",
NC_043506,3421,Chrysoviridae,Alphachrysovirus,1,"Persea americana chrysovirus segment RNA1, complete sequence",
NC_043507,2857,Chrysoviridae,Alphachrysovirus,3,"Persea americana chrysovirus segment RNA3, complete sequence",
NC_043508,3335,Chrysoviridae,Alphachrysovirus,2,"Persea americana chrysovirus segment RNA2, complete sequence",
NC_043509,3327,Phenuiviridae,Phlebovirus,M,"Mukawa virus cRNA, segment M, complete sequence, isolate: MKW73",
NC_043510,6443,Phenuiviridae,Phlebovirus,L,"Mukawa virus cRNA, segment L, complete sequence, isolate: MKW73",
NC_043511,1907,Phenuiviridae,Phlebovirus,S,"Mukawa virus cRNA, segment S, complete sequence, isolate: MKW73",
NC_043546,6864,Peribunyaviridae,Orthobunyavirus,L,"Tensaw virus strain TSV-FE3-66FB segment L, complete sequence",
NC_043547,945,Peribunyaviridae,Orthobunyavirus,S,"Tensaw virus strain TSV-FE3-66FB segment S, complete sequence",
NC_043548,4461,Peribunyaviridae,Orthobunyavirus,M,"Tensaw virus strain TSV-FE3-66FB segment M, complete sequence",
NC_043549,851,Peribunyaviridae,Orthobunyavirus,S,"Peaton virus N and NSs genes, segment S, genomic RNA, isolate CSIRO 110",
NC_043550,6829,Peribunyaviridae,Orthobunyavirus,L,"Peaton virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate CSIRO 110",
NC_043551,4324,Peribunyaviridae,Orthobunyavirus,M,"Peaton virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate CSIRO 110",
NC_043552,4307,Peribunyaviridae,Orthobunyavirus,M,"Sabo virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate IB AN 9398",
NC_043553,6857,Peribunyaviridae,Orthobunyavirus,L,"Sabo virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate IB AN 9398",
NC_043554,894,Peribunyaviridae,Orthobunyavirus,S,"Sabo virus N and NSs genes, segment S, genomic RNA, isolate IB AN 9398",
NC_043555,4314,Peribunyaviridae,Orthobunyavirus,M,"Sango virus Gn-Gc-NSm gene for M polyprotein, segment M, genomic RNA, isolate An 5077",
NC_043556,6828,Peribunyaviridae,Orthobunyavirus,L,"Sango virus RdRp gene for RNA-dependent RNA polymerase, segment L, genomic RNA, isolate An 5077",
NC_043557,838,Peribunyaviridae,Orthobunyavirus,S,"Sango virus N and NSs genes, segment S, genomic RNA, isolate An 5077",
